CB_m1_0h	CB_m2_0h	CB_m3_0h	CB_m4_6h_flag	CB_m5_6h_flag	CB_m6_6h_flag	CB_m7_6h_aCD3	CB_m8_6h_aCD3	CB_m9_6h_aCD3	CB_m10_24h_flag	CB_m11_24h_flag	CB_m12_24h_flag	CB_m13_24h_aCD3	CB_m14_24h_aCD3	CB_m15_24h_aCD3
ID=fig|208479.6.peg.1150;Name=Uncharacterized UPF0118 membrane protein	21	65	70	24	61	16	72	26	46	71	73	66	65	43	29
ID=fig|208479.6.peg.1151;Name=hypothetical protein	10	10	8	8	6	8	16	12	16	8	10	20	18	30	19
ID=fig|208479.6.peg.1152;Name=hypothetical protein	24	24	16	6	16	10	30	8	8	18	26	42	26	20	9
ID=fig|208479.6.peg.1153;Name=hypothetical protein	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1154;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1155;Name=hypothetical protein	0	9	2	2	2	2	10	2	10	12	14	44	2	17	0
ID=fig|208479.6.peg.1156;Name=hypothetical protein	10	55	28	14	30	28	49	18	22	53	26	36	46	25	28
ID=fig|208479.6.peg.1157;Name=Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-);Ontology_term=KEGG_ENZYME:2.3.1.-	14	69	34	16	53	48	68	22	32	84	26	74	64	34	28
ID=fig|208479.6.peg.1158;Name=Repressor CsoR of the copZA operon	4	12	9	2	14	6	13	8	8	19	4	22	24	11	4
ID=fig|208479.6.peg.1159;Name=Lead%2C cadmium%2C zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4);Ontology_term=KEGG_ENZYME:3.6.3.3,KEGG_ENZYME:3.6.3.5,KEGG_ENZYME:3.6.3.4	36	87	59	34	84	72	196	66	64	134	50	172	108	95	36
ID=fig|208479.6.peg.1160;Name=PTS system%2C sucrose-specific IIB component (EC 2.7.1.69) / PTS system%2C sucrose-specific IIC component / PTS system%2C sucrose-specific IIA component;Ontology_term=KEGG_ENZYME:2.7.1.69	4	28	20	12	34	18	45	16	24	28	6	18	39	17	18
ID=fig|208479.6.peg.1161;Name=Family 13 glycosyl hydrolase%2C row 724	2	16	10	2	6	4	21	6	10	10	2	8	11	7	6
ID=fig|208479.6.peg.1162;Name=hypothetical protein	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ID=fig|208479.6.peg.1163;Name=Transcriptional regulator%2C RpiR family	70	158	80	99	147	108	251	138	136	117	76	181	153	154	83
ID=fig|208479.6.peg.1164;Name=Transcriptional regulator%2C RpiR family	38	109	77	92	155	80	275	178	161	123	102	278	141	214	82
ID=fig|208479.6.peg.1165;Name=hypothetical protein	13	61	75	25	116	148	200	116	115	66	78	157	107	109	65
ID=fig|208479.6.peg.1166;Name=hypothetical protein	5	11	4	26	15	11	45	10	37	6	12	21	23	22	23
ID=fig|208479.6.peg.1167;Name=hypothetical protein	16	73	41	78	102	101	238	142	110	56	28	101	63	136	66
ID=fig|208479.6.peg.1168;Name=Transcriptional regulator%2C Xre family	6	8	4	15	32	12	50	23	39	16	10	56	12	19	20
ID=fig|208479.6.peg.1169;Name=FIG00530929: hypothetical protein	14	18	12	4	70	18	18	6	6	24	38	28	38	14	12
ID=fig|208479.6.peg.1170;Name=ABC transporter%2C permease protein 2 (cluster 11%2C riboflavin/purine nucleoside/unknown)	34	168	121	96	128	131	203	122	120	141	41	148	147	122	119
ID=fig|208479.6.peg.1171;Name=ABC transporter%2C permease protein 1 (cluster 11%2C riboflavin/purine nucleoside/unknown)	30	149	126	82	105	126	158	106	108	129	55	127	144	138	95
ID=fig|208479.6.peg.1172;Name=ABC transporter%2C ATP-binding protein (cluster 11%2C riboflavin/purine nucleoside/unknown) / ABC transporter%2C ATP-binding protein (cluster 11%2C riboflavin/purine nucleoside/unknown)	87	227	169	124	163	189	293	115	158	221	107	335	187	250	109
ID=fig|208479.6.peg.1173;Name=ABC transporter%2C substrate-binding protein (cluster 11%2C riboflavin/purine nucleoside/unknown)	135	518	467	409	733	788	1127	639	720	422	223	569	452	494	400
ID=fig|208479.6.peg.1174;Name=ABC transporter%2C substrate-binding protein (cluster 11%2C riboflavin/purine nucleoside/unknown)	68	204	264	123	222	260	321	268	245	316	172	487	205	213	135
ID=fig|208479.6.peg.1175;Name=hypothetical protein	0	2	0	0	0	0	0	0	2	0	2	2	0	2	0
ID=fig|208479.6.peg.1176;Name=DNA polymerase III polC-type (EC 2.7.7.7);Ontology_term=KEGG_ENZYME:2.7.7.7	62	304	200	92	150	132	220	110	124	282	142	320	340	168	150
ID=fig|208479.6.peg.1177;Name=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1);Ontology_term=KEGG_ENZYME:1.17.7.1	34	90	78	18	70	31	45	22	35	112	65	135	75	68	28
ID=fig|208479.6.peg.1178;Name=Membrane-associated zinc metalloprotease	40	98	70	21	58	51	44	26	21	102	64	151	98	54	59
ID=fig|208479.6.peg.1179;Name=1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267);Ontology_term=KEGG_ENZYME:1.1.1.267	128	167	173	67	120	116	124	57	88	213	125	292	191	181	97
ID=fig|208479.6.peg.1180;Name=Phosphatidate cytidylyltransferase (EC 2.7.7.41);Ontology_term=KEGG_ENZYME:2.7.7.41	24	70	51	16	35	29	23	8	24	63	25	56	63	36	29
ID=fig|208479.6.peg.1181;Name=Undecaprenyl diphosphate synthase (EC 2.5.1.31);Ontology_term=KEGG_ENZYME:2.5.1.31	21	28	24	18	25	26	41	7	9	70	42	46	35	19	11
ID=fig|208479.6.peg.1182;Name=Ribosome recycling factor	65	172	126	50	89	59	155	54	80	220	128	228	185	116	66
ID=fig|208479.6.peg.1183;Name=Uridine monophosphate kinase (EC 2.7.4.22);Ontology_term=KEGG_ENZYME:2.7.4.22	66	86	74	48	88	62	97	37	71	181	106	158	148	90	42
ID=fig|208479.6.peg.1184;Name=hypothetical protein	4	14	6	4	8	4	13	13	8	21	8	14	8	12	14
ID=fig|208479.6.peg.1185;Name=hypothetical protein	2	2	4	4	8	2	2	0	4	2	0	4	2	2	2
ID=fig|208479.6.peg.1186;Name=hypothetical protein	0	3	0	0	0	2	2	0	2	0	2	4	2	2	2
ID=fig|208479.6.peg.1187;Name=ABC transporter%2C substrate-binding protein (cluster 1%2C maltose/g3p/polyamine/iron)	0	1	10	2	10	2	8	4	2	4	12	12	7	4	6
ID=fig|208479.6.peg.1188;Name=beta-glucosidase (EC 3.2.1.21);Ontology_term=KEGG_ENZYME:3.2.1.21	0	24	8	2	6	8	6	0	4	24	12	14	9	12	0
ID=fig|208479.6.peg.1189;Name=hypothetical protein	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0
ID=fig|208479.6.peg.1190;Name=hypothetical protein	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1191;Name=Transcriptional regulator%2C GntR family	2	20	14	4	22	8	22	18	16	24	14	24	36	8	22
ID=fig|208479.6.peg.1192;Name=Iron-sulfur cluster assembly scaffold protein IscU	0	0	0	4	0	0	0	0	0	3	2	0	2	2	0
ID=fig|208479.6.peg.1193;Name=Formate dehydrogenase-O%2C major subunit (EC 1.2.1.2);Ontology_term=KEGG_ENZYME:1.2.1.2	0	4	6	2	0	2	0	2	2	13	0	6	2	4	4
ID=fig|208479.6.peg.1194;Name=Xanthine dehydrogenase%2C molybdenum binding subunit (EC 1.17.1.4);Ontology_term=KEGG_ENZYME:1.17.1.4	0	0	2	0	0	0	0	0	4	4	0	4	2	4	2
ID=fig|208479.6.peg.1195;Name=Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4);Ontology_term=KEGG_ENZYME:1.17.1.4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1196;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1197;Name=Sensory box protein	176	605	402	174	282	302	386	200	274	562	286	656	502	448	296
ID=fig|208479.6.peg.1198;Name=hypothetical protein	6	19	30	12	30	21	41	15	26	47	17	38	34	19	22
ID=fig|208479.6.peg.1199;Name=hypothetical protein	3	9	10	4	6	5	9	11	4	7	5	8	12	11	0
ID=fig|208479.6.peg.1200;Name=hypothetical protein	1	0	0	2	1	0	0	0	0	2	4	4	0	0	0
ID=fig|208479.6.peg.1201;Name=Ribose ABC transport system%2C ATP-binding protein RbsA (TC 3.A.1.2.1)	0	0	2	2	3	0	2	0	2	2	0	0	0	2	2
ID=fig|208479.6.peg.1202;Name=hypothetical protein	2	0	0	0	0	0	0	0	0	1	0	0	4	2	2
ID=fig|208479.6.peg.1203;Name=hypothetical protein	0	2	0	0	0	0	0	0	0	5	0	2	0	0	0
ID=fig|208479.6.peg.1204;Name=Putative oxidoreductase	24	62	82	34	82	66	114	34	66	68	30	98	62	42	32
ID=fig|208479.6.peg.1205;Name=hypothetical protein	20	24	12	18	30	22	46	10	40	14	8	36	32	34	18
ID=fig|208479.6.peg.1206;Name=hypothetical protein	0	2	0	0	0	0	1	6	2	2	0	6	0	2	0
ID=fig|208479.6.peg.1207;Name=hypothetical protein	0	22	32	21	28	35	52	24	49	18	10	31	31	24	36
ID=fig|208479.6.peg.1208;Name=Bis-ABC ATPase YheS	47	72	54	33	94	51	134	78	101	72	46	72	61	78	67
ID=fig|208479.6.peg.1209;Name=hypothetical protein	23	12	14	14	13	20	26	0	9	36	22	18	30	18	12
ID=fig|208479.6.peg.1210;Name=Ferredoxin	0	20	6	10	5	10	18	2	6	18	16	13	28	14	8
ID=fig|208479.6.peg.1211;Name=hypothetical protein	2	5	3	2	2	2	2	2	0	1	2	5	9	5	2
ID=fig|208479.6.peg.1212;Name=hypothetical protein	0	1	1	0	3	0	0	2	6	5	0	0	3	1	0
ID=fig|208479.6.peg.1213;Name=hypothetical protein	0	8	4	4	3	4	14	0	2	4	8	2	4	6	0
ID=fig|208479.6.peg.1214;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ID=fig|208479.6.peg.1215;Name=hypothetical protein	0	2	0	0	2	2	0	0	2	2	0	0	0	0	1
ID=fig|208479.6.peg.1216;Name=ABC transporter-coupled two-component system%2C LuxR family response regulator	0	0	0	2	4	8	5	2	2	0	0	4	6	0	2
ID=fig|208479.6.peg.1217;Name=ABC transporter-coupled two-component system%2C signal transduction histidine kinase	2	6	2	8	13	16	25	14	20	2	4	0	6	6	4
ID=fig|208479.6.peg.1218;Name=ABC transporter-coupled two-component system%2C ATP-binding protein	2	4	6	6	5	12	17	4	12	6	2	2	4	1	6
ID=fig|208479.6.peg.1219;Name=ABC transporter-coupled two-component system%2C fused permease protein	12	14	30	30	41	52	104	38	63	38	18	39	29	25	26
ID=fig|208479.6.peg.1220;Name=hypothetical protein	14	8	18	16	23	18	23	10	29	16	8	29	32	6	16
ID=fig|208479.6.peg.1221;Name=DNA alkylation repair enzyme	2	24	12	10	28	14	26	20	17	24	14	38	37	10	12
ID=fig|208479.6.peg.1222;Name=Acetyltransferase	1	4	2	6	11	8	10	5	23	12	4	14	19	6	4
ID=fig|208479.6.peg.1223;Name=hypothetical protein	3	2	2	4	6	2	5	2	4	10	16	20	13	8	6
ID=fig|208479.6.peg.1224;Name=hypothetical protein	4	3	0	0	0	4	3	2	1	1	5	2	2	6	2
ID=fig|208479.6.peg.1225;Name=hypothetical protein	4	5	0	9	5	8	11	2	9	16	12	8	18	5	18
ID=fig|208479.6.peg.1226;Name=hypothetical protein	0	11	13	10	10	11	29	8	18	24	10	23	20	16	16
ID=fig|208479.6.peg.1227;Name=hypothetical protein	2	4	5	4	4	2	4	2	4	9	5	3	6	0	2
ID=fig|208479.6.peg.1228;Name=hypothetical protein	0	6	4	5	2	7	4	2	4	16	1	3	7	0	6
ID=fig|208479.6.peg.1229;Name=hypothetical protein	3	14	6	2	4	4	3	2	4	6	4	4	11	6	2
ID=fig|208479.6.peg.1230;Name=hypothetical protein	3	2	0	0	0	2	8	0	6	0	2	4	4	2	0
ID=fig|208479.6.peg.1231;Name=hypothetical protein	4	2	4	6	3	6	13	6	7	12	0	12	4	2	4
ID=fig|208479.6.peg.1232;Name=hypothetical protein	0	2	0	4	3	0	3	2	9	2	6	8	4	2	6
ID=fig|208479.6.peg.1233;Name=hypothetical protein	6	0	2	0	2	0	7	0	4	2	2	4	0	2	3
ID=fig|208479.6.peg.1234;Name=hypothetical protein	0	2	2	0	0	0	2	0	2	1	2	5	2	2	1
ID=fig|208479.6.peg.1235;Name=hypothetical protein	2	4	2	1	0	2	4	0	2	1	0	1	2	0	0
ID=fig|208479.6.peg.1236;Name=hypothetical protein	18	24	14	9	30	28	35	16	26	18	11	32	12	10	16
ID=fig|208479.6.peg.1237;Name=hypothetical protein	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0
ID=fig|208479.6.peg.1238;Name=hypothetical protein	2	2	4	0	2	0	2	2	0	0	4	0	2	0	0
ID=fig|208479.6.peg.1239;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
ID=fig|208479.6.peg.1240;Name=hypothetical protein	12	7	12	8	8	6	16	14	12	12	10	6	24	7	11
ID=fig|208479.6.peg.1241;Name=hypothetical protein	0	2	4	4	10	2	6	0	9	12	6	8	2	6	2
ID=fig|208479.6.peg.1242;Name=hypothetical protein	6	23	4	8	12	4	10	4	14	24	22	22	16	8	12
ID=fig|208479.6.peg.1243;Name=hypothetical protein	22	17	8	6	7	10	17	4	16	29	18	58	30	23	22
ID=fig|208479.6.peg.1244;Name=hypothetical protein	2	2	4	2	7	7	5	6	4	6	10	16	15	9	4
ID=fig|208479.6.peg.1245;Name=hypothetical protein	4	8	4	5	8	3	10	0	12	6	6	6	7	4	8
ID=fig|208479.6.peg.1246;Name=hypothetical protein	4	2	16	6	2	4	14	7	7	14	14	16	9	7	8
ID=fig|208479.6.peg.1247;Name=hypothetical protein	0	2	2	2	5	2	11	1	5	8	5	7	7	7	12
ID=fig|208479.6.peg.1248;Name=hypothetical protein	2	3	2	4	3	6	3	0	10	3	3	7	5	3	2
ID=fig|208479.6.peg.1249;Name=hypothetical protein	2	20	2	6	2	4	23	10	26	11	12	11	15	11	20
ID=fig|208479.6.peg.1250;Name=hypothetical protein	5	5	4	14	2	0	9	0	30	15	10	11	17	2	10
ID=fig|208479.6.peg.1251;Name=hypothetical protein	3	1	2	3	2	2	12	0	8	12	4	4	5	2	4
ID=fig|208479.6.peg.1252;Name=hypothetical protein	6	4	6	2	2	2	10	2	11	6	9	8	10	6	16
ID=fig|208479.6.peg.1253;Name=hypothetical protein	8	14	8	4	6	6	17	4	16	6	3	6	16	4	14
ID=fig|208479.6.peg.1254;Name=hypothetical protein	2	11	12	0	4	2	17	2	10	10	6	8	19	4	5
ID=fig|208479.6.peg.1255;Name=hypothetical protein	6	17	9	11	8	12	14	6	15	10	13	16	25	4	17
ID=fig|208479.6.peg.1256;Name=Acetyltransferase	2	16	7	7	18	12	26	10	23	10	17	7	14	4	13
ID=fig|208479.6.peg.1257;Name=hypothetical protein	2	6	4	2	0	4	13	0	4	7	12	5	8	2	11
ID=fig|208479.6.peg.1258;Name=hypothetical protein	2	8	0	8	2	0	11	0	4	15	8	8	10	0	4
ID=fig|208479.6.peg.1259;Name=hypothetical protein	2	4	3	4	0	2	2	3	12	2	6	8	15	6	6
ID=fig|208479.6.peg.1260;Name=hypothetical protein	3	4	2	7	5	4	2	3	13	29	16	9	17	8	16
ID=fig|208479.6.peg.1261;Name=hypothetical protein	2	6	2	2	0	0	5	4	4	4	2	2	3	4	8
ID=fig|208479.6.peg.1262;Name=hypothetical protein	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
ID=fig|208479.6.peg.1263;Name=hypothetical protein	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ID=fig|208479.6.peg.1264;Name=hypothetical protein	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0
ID=fig|208479.6.peg.1265;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ID=fig|208479.6.peg.1266;Name=transposase IS116/IS110/IS902 family protein	2	0	0	2	0	0	0	0	0	0	2	2	2	0	0
ID=fig|208479.6.peg.1267;Name=hypothetical protein	15	18	0	2	5	4	17	2	14	25	2	18	34	23	8
ID=fig|208479.6.peg.1268;Name=hypothetical protein	36	11	3	4	5	8	16	2	35	37	27	41	31	38	24
ID=fig|208479.6.peg.1269;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1270;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1271;Name=Acetylxylan esterase related enzyme	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ID=fig|208479.6.repeat.5;Name=repeat region	2	2	2	0	0	4	2	0	0	0	1	0	2	2	0
ID=fig|208479.6.peg.1272;Name=Mobile element protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1273;Name=Translation elongation factor Ts	448	506	181	203	568	115	400	72	57	479	436	331	571	281	106
ID=fig|208479.6.peg.1274;Name=SSU ribosomal protein S2p (SAe)	167	221	70	87	451	67	275	36	44	271	290	227	329	132	71
ID=fig|208479.6.peg.1275;Name=GTP-sensing transcriptional pleiotropic repressor codY	248	272	196	161	198	184	417	196	232	326	166	383	216	318	128
ID=fig|208479.6.peg.1276;Name=DNA topoisomerase I (EC 5.99.1.2);Ontology_term=KEGG_ENZYME:5.99.1.2	32	50	48	47	124	49	59	33	68	81	68	100	85	47	24
ID=fig|208479.6.peg.1277;Name=Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	8	27	22	16	20	27	24	15	26	23	14	35	25	15	6
ID=fig|208479.6.peg.1278;Name=MG(2+) CHELATASE FAMILY PROTEIN / ComM-related protein	2	4	10	0	6	0	2	0	2	8	0	2	2	4	2
ID=fig|208479.6.peg.1279;Name=Domain often clustered or fused with uracil-DNA glycosylase	8	4	20	16	22	18	18	12	12	18	10	30	17	24	14
ID=fig|208479.6.peg.1280;Name=Biotin synthase related domain containing protein	32	38	44	42	60	34	75	36	32	58	28	60	79	36	36
ID=fig|208479.6.peg.1281;Name=hypothetical protein	0	0	4	0	0	0	0	0	0	1	2	0	2	0	0
ID=fig|208479.6.peg.1282;Name=UDP-glucose 4-epimerase (EC 5.1.3.2);Ontology_term=KEGG_ENZYME:5.1.3.2	76	203	108	40	170	76	92	28	56	275	264	319	230	164	38
ID=fig|208479.6.peg.1283;Name=RNA polymerase sporulation specific sigma factor SigK	666	273	246	356	348	397	396	218	354	278	286	584	343	737	136
ID=fig|208479.6.peg.1284;Name=FIG00533008: hypothetical protein	10	14	18	0	22	4	6	6	6	36	14	22	20	10	12
ID=fig|208479.6.peg.1285;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ID=fig|208479.6.peg.1286;Name=hypothetical protein	8	8	8	2	16	4	10	0	0	8	8	14	16	6	4
ID=fig|208479.6.peg.1287;Name=Multi antimicrobial extrusion protein (Na(+)/drug antiporter)%2C MATE family of MDR efflux pumps	13	10	6	2	18	8	6	2	4	30	6	10	12	8	4
ID=fig|208479.6.peg.1288;Name=Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3);Ontology_term=KEGG_ENZYME:2.1.2.3	90	129	55	26	46	44	108	42	41	99	72	68	165	93	45
ID=fig|208479.6.peg.1289;Name=IMP cyclohydrolase (EC 3.5.4.10);Ontology_term=KEGG_ENZYME:3.5.4.10	18	33	19	4	20	22	53	12	13	32	22	28	52	19	7
ID=fig|208479.6.peg.1290;Name=ABC-type antimicrobial peptide transport system%2C permease component	56	181	107	32	84	40	78	20	30	184	58	160	147	121	137
ID=fig|208479.6.peg.1291;Name=Cell division protein FtsK	37	154	83	38	98	45	94	38	42	161	73	138	146	67	125
ID=fig|208479.6.peg.1292;Name=ABC-type antimicrobial peptide transport system%2C ATPase component	10	32	12	10	20	5	14	12	4	37	28	42	30	10	20
ID=fig|208479.6.peg.1293;Name=hypothetical protein	18	8	6	10	2	2	14	2	2	6	12	10	14	10	8
ID=fig|208479.6.peg.1294;Name=alpha-galacturonidase (EC 3.2.1.67);Ontology_term=KEGG_ENZYME:3.2.1.67	10	8	14	0	4	10	6	4	4	12	6	10	2	2	2
ID=fig|208479.6.peg.1295;Name=Predicted metal-dependent hydrolase of the TIM-barrel fold	4	7	4	2	2	0	2	0	4	2	2	2	2	4	0
ID=fig|208479.6.peg.1296;Name=ABC transporter%2C permease protein 2 (cluster 1%2C maltose/g3p/polyamine/iron)	0	3	2	0	2	0	2	0	4	4	0	2	4	6	0
ID=fig|208479.6.peg.1297;Name=Predicted rhamnose oligosaccharide ABC transport system%2C permease component 2	4	6	2	2	8	2	4	0	2	10	4	2	8	2	4
ID=fig|208479.6.peg.1298;Name=Predicted rhamnose oligosaccharide ABC transport system%2C substrate-binding component	10	18	30	8	16	16	17	6	16	40	26	28	34	10	8
ID=fig|208479.6.peg.1299;Name=Two-component system sensor histidine kinase	2	16	4	4	10	4	20	10	11	16	12	16	20	10	14
ID=fig|208479.6.peg.1300;Name=Two-component response regulator yesN	2	19	14	6	22	14	18	4	9	28	24	32	34	4	8
ID=fig|208479.6.peg.1301;Name=hypothetical protein	0	1	2	0	0	0	0	0	0	0	2	0	1	0	2
ID=fig|208479.6.peg.1302;Name=Aspartate carbamoyltransferase (EC 2.1.3.2);Ontology_term=KEGG_ENZYME:2.1.3.2	14	28	22	36	80	15	55	6	23	61	48	44	50	33	28
ID=fig|208479.6.peg.1303;Name=Aspartate carbamoyltransferase regulatory chain (PyrI)	2	14	14	16	44	9	27	6	7	27	28	28	19	9	8
ID=fig|208479.6.peg.1304;Name=hypothetical protein	33	70	48	16	22	25	34	18	18	72	48	90	62	68	28
ID=fig|208479.6.peg.1305;Name=Lactoylglutathione lyase (EC 4.4.1.5);Ontology_term=KEGG_ENZYME:4.4.1.5	5	29	32	14	9	11	16	6	4	42	43	50	23	44	8
ID=fig|208479.6.peg.1306;Name=Seryl-tRNA synthetase (EC 6.1.1.11);Ontology_term=KEGG_ENZYME:6.1.1.11	50	102	86	38	99	78	112	42	66	128	111	119	142	71	30
ID=fig|208479.6.peg.1307;Name=Twin-arginine translocation signal domain protein	16	14	10	18	20	10	14	14	10	22	29	45	20	15	8
ID=fig|208479.6.peg.1308;Name=Sodium/glycine symporter GlyP	2	6	2	0	10	2	4	0	0	10	6	2	2	6	0
ID=fig|208479.6.peg.1309;Name=hypothetical protein	12	6	10	4	11	6	4	2	7	8	14	10	14	6	10
ID=fig|208479.6.peg.1310;Name=Pyridoxal kinase (EC 2.7.1.35);Ontology_term=KEGG_ENZYME:2.7.1.35	12	31	28	20	49	20	30	15	51	16	22	41	73	28	18
ID=fig|208479.6.peg.1311;Name=conserved hypothetical protein	22	83	46	60	177	86	116	65	84	72	65	83	136	82	50
ID=fig|208479.6.peg.1312;Name=Thiamin pyrophosphokinase (EC 2.7.6.2);Ontology_term=KEGG_ENZYME:2.7.6.2	10	16	8	4	17	10	14	4	4	24	7	24	17	8	12
ID=fig|208479.6.peg.1313;Name=Ribulose-phosphate 3-epimerase (EC 5.1.3.1);Ontology_term=KEGG_ENZYME:5.1.3.1	10	34	24	9	24	6	31	16	4	44	38	69	47	20	10
ID=fig|208479.6.peg.1314;Name=Ribosome small subunit biogenesis RbfA-release protein RsgA	12	80	40	33	61	40	58	42	41	86	58	73	90	58	53
ID=fig|208479.6.peg.1315;Name=Serine/threonine protein kinase PrkC%2C regulator of stationary phase	82	187	98	54	161	69	142	67	71	237	137	171	206	82	95
ID=fig|208479.6.peg.1316;Name=Protein serine/threonine phosphatase PrpC%2C regulation of stationary phase	24	43	34	8	26	11	38	17	14	31	22	47	40	22	14
ID=fig|208479.6.peg.1317;Name=23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192);Ontology_term=KEGG_ENZYME:2.1.1.192	15	50	40	28	58	41	52	24	28	56	45	57	48	42	20
ID=fig|208479.6.peg.1318;Name=16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176);Ontology_term=KEGG_ENZYME:2.1.1.176	88	133	96	32	135	55	122	35	44	155	89	108	137	70	54
ID=fig|208479.6.peg.1319;Name=Putative membrane protease YugP	23	92	60	26	89	53	89	28	24	132	42	89	82	68	54
ID=fig|208479.6.peg.1320;Name=Methionyl-tRNA formyltransferase (EC 2.1.2.9);Ontology_term=KEGG_ENZYME:2.1.2.9	63	116	79	43	108	69	109	44	42	147	95	98	120	106	44
ID=fig|208479.6.peg.1321;Name=Peptide deformylase (EC 3.5.1.88);Ontology_term=KEGG_ENZYME:3.5.1.88	11	31	13	5	22	14	30	7	6	33	27	39	21	8	6
ID=fig|208479.6.peg.1322;Name=Helicase PriA essential for oriC/DnaA-independent DNA replication	40	98	40	16	70	50	58	22	46	114	52	77	112	82	54
ID=fig|208479.6.repeat.6;Name=repeat region	0	2	0	0	2	0	0	0	2	0	0	0	3	2	0
ID=fig|208479.6.peg.1323;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.1324;Name=Transposase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.repeat.7;Name=repeat region	2	0	0	0	1	0	1	0	0	2	0	0	0	2	0
ID=fig|208479.6.peg.1325;Name=FIG00513963: hypothetical protein	8	12	16	12	27	13	29	10	24	18	6	26	35	24	24
ID=fig|208479.6.peg.1326;Name=Transcriptional regulator%2C AcrR family	2	6	0	2	2	3	12	4	2	4	0	22	13	4	4
ID=fig|208479.6.peg.1327;Name=hypothetical protein	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0
ID=fig|208479.6.peg.1328;Name=hypothetical protein	2	0	6	8	2	8	15	6	2	5	0	4	18	4	10
ID=fig|208479.6.peg.1329;Name=Multi antimicrobial extrusion protein (Na(+)/drug antiporter)%2C MATE family of MDR efflux pumps	8	22	32	11	22	26	35	12	20	19	8	26	22	20	18
ID=fig|208479.6.peg.1330;Name=Aspartyl aminopeptidase (EC 3.4.11.21);Ontology_term=KEGG_ENZYME:3.4.11.21	56	140	112	67	112	128	162	75	83	161	86	166	228	138	81
ID=fig|208479.6.peg.1331;Name=Inner membrane permease YcaM	16	44	42	18	32	46	28	8	27	53	43	52	85	42	25
ID=fig|208479.6.peg.1332;Name=UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10);Ontology_term=KEGG_ENZYME:6.3.2.10	16	38	30	2	36	22	19	12	18	26	23	75	32	22	18
ID=fig|208479.6.peg.1333;Name=UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase (EC 6.3.2.13);Ontology_term=KEGG_ENZYME:6.3.2.13	18	33	40	15	44	32	33	12	16	58	37	42	36	23	22
ID=fig|208479.6.peg.1334;Name=Formate--tetrahydrofolate ligase (EC 6.3.4.3);Ontology_term=KEGG_ENZYME:6.3.4.3	96	331	190	99	168	196	228	100	96	226	128	221	218	159	97
ID=fig|208479.6.peg.1335;Name=DNA translocase FtsK	60	93	68	37	110	58	76	28	52	150	104	172	137	91	84
ID=fig|208479.6.peg.1336;Name=Translocation-enhancing protein TepA	22	18	18	27	28	16	18	22	12	32	22	56	23	30	8
ID=fig|208479.6.peg.1337;Name=FIG00515743: hypothetical protein	43	100	62	22	144	34	66	14	18	148	77	93	106	40	54
