Superclass	Class	Subclass	Subsystem.Name	Role.ID	Role.Name	Active	Gene	Product	Organism
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1647	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1648	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Aminodeoxychorismate_lyase_(EC_4.1.3.38)	Aminodeoxychorismate lyase (EC 4.1.3.38)	active	fig|671267.8.peg.1649	Aminodeoxychorismate lyase (EC 4.1.3.38)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Para-aminobenzoate_synthase,_aminase_component_(EC_2.6.1.85)	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	active	fig|671267.8.peg.1650	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1651	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1652	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1653	NA	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Cell_surface_glycan-binding_lipoprotein,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusD_family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	active	fig|671267.8.peg.1654	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|671267.8.peg.1655	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1656	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1657	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.rna.33	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1658	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1659	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1660	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1661	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1662	NA	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Cell_surface_glycan-binding_lipoprotein,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusD_family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	active	fig|671267.8.peg.1663	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|671267.8.peg.1664	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1665	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Methylenetetrahydrofolate_dehydrogenase_(NADP+)_(EC_1.5.1.5)	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	active	fig|671267.8.peg.1666	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	BS
METABOLISM	Carbohydrates	C-1 compound metabolism	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate_cyclohydrolase_(EC_3.5.4.9)	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	active	fig|671267.8.peg.1666	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	BS
METABOLISM	Carbohydrates	C-1 compound metabolism	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate_dehydrogenase_(NADP+)_(EC_1.5.1.5)	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	active	fig|671267.8.peg.1666	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	BS
PROTEIN PROCESSING	Protein Synthesis	Universal GTPases	Universal GTPases	Signal_recognition_particle_protein_Ffh	Signal recognition particle protein Ffh	active	fig|671267.8.peg.1667	Signal recognition particle protein Ffh	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1668	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1669	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1670	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1671	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1672	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1673	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1674	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1675	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1676	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1677	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1678	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1679	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1680	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1681	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1682	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1683	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1684	NA	BS
METABOLISM	Nucleosides and Nucleotides	Ribonucleotide reduction	Ribonucleotide reduction	Ribonucleotide_reductase_of_class_II_(coenzyme_B12-dependent)_(EC_1.17.4.1)	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	active	fig|671267.8.peg.1685	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1686	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate biosynthesis cluster	Dihydroneopterin_aldolase_(EC_4.1.2.25)	Dihydroneopterin aldolase (EC 4.1.2.25)	likely	fig|671267.8.peg.1687	Dihydroneopterin aldolase (EC 4.1.2.25)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Dihydroneopterin_aldolase_(EC_4.1.2.25)	Dihydroneopterin aldolase (EC 4.1.2.25)	active	fig|671267.8.peg.1687	Dihydroneopterin aldolase (EC 4.1.2.25)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1688	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1689	NA	BS
PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA_t(6)A37-methylthiotransferase_(EC_2.8.4.5)	tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)	active	fig|671267.8.peg.1690	tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)	BS
RNA PROCESSING	RNA Processing	RNA processing and modification	Methylthiotransferases	tRNA_t(6)A37-methylthiotransferase_(EC_2.8.4.5)	tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)	active	fig|671267.8.peg.1690	tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	active	fig|671267.8.peg.1691	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	active	fig|671267.8.peg.1691	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1692	NA	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial	LSU_ribosomal_protein_L9p	LSU ribosomal protein L9p	active	fig|671267.8.peg.1693	LSU ribosomal protein L9p	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	LSU_ribosomal_protein_L9p	LSU ribosomal protein L9p	active	fig|671267.8.peg.1693	LSU ribosomal protein L9p	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement	SSU_ribosomal_protein_S18p,_zinc-independent	SSU ribosomal protein S18p, zinc-independent	active	fig|671267.8.peg.1694	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement	SSU_ribosomal_protein_S18p	SSU ribosomal protein S18p	active	fig|671267.8.peg.1694	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	SSU_ribosomal_protein_S6p	SSU ribosomal protein S6p	active	fig|671267.8.peg.1695	SSU ribosomal protein S6p	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1696	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1697	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1698	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1699	NA	BS
PROTEIN PROCESSING	Protein Synthesis	Translation	Translation elongation factors, bacterial	Elongation_factor_G-like_protein_TM_1651	Elongation factor G-like protein TM 1651	active	fig|671267.8.peg.1700	Elongation factor G-like protein TM_1651	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1701	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1702	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1703	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1704	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1705	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1706	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1707	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1708	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1709	NA	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Cell_surface_glycan-binding_lipoprotein,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusD_family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	active	fig|671267.8.peg.1710	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|671267.8.peg.1711	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1712	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1713	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1714	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1715	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1716	NA	BS
CELLULAR PROCESSES	Cell Cycle, Cell Division and Death	Bacterial checkpoint-control-related cluster	Bacterial checkpoint-control-related cluster	Phosphoglucosamine_mutase_(EC_5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)	likely	fig|671267.8.peg.1717	Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1718	NA	BS
RNA PROCESSING	RNA Processing	RNA processing and modification	RNA processing and degradation, bacterial	3'-to-5'_oligoribonuclease_A,_Bacillus_type	3'-to-5' oligoribonuclease A, Bacillus type	active	fig|671267.8.peg.1719	3'-to-5' oligoribonuclease A, Bacillus type	BS
DNA PROCESSING	DNA Processing	DNA uptake, competence	DNA internalization-related cluster	DNA_internalization-related_competence_protein_ComEC/Rec2	DNA internalization-related competence protein ComEC/Rec2	likely	fig|671267.8.peg.1720	DNA internalization-related competence protein ComEC/Rec2	BS
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway	Ribulose-phosphate_3-epimerase_(EC_5.1.3.1)	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	active	fig|671267.8.peg.1721	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1722	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1723	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1724	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1725	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1726	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1727	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1728	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1729	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.57	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1730	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1731	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1732	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1733	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1734	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1735	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1736	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1737	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.58	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.59	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1738	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1739	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1740	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Dihydrofolate_reductase_(EC_1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	active	fig|671267.8.peg.1741	Dihydrofolate reductase (EC 1.5.1.3)	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in metabolic pathways	Dihydrofolate_reductase_(EC_1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	active	fig|671267.8.peg.1741	Dihydrofolate reductase (EC 1.5.1.3)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.60	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1742	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1743	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1744	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1745	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1746	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.61	NA	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Putative_mobilization_protein_BF0133	Putative mobilization protein BF0133	active	fig|671267.8.peg.1747	Putative mobilization protein BF0133	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Putative_conjugative_transposon_mobilization_protein_BF0132	Putative conjugative transposon mobilization protein BF0132	active	fig|671267.8.peg.1748	Putative conjugative transposon mobilization protein BF0132	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	hypothetical_protein_clusted_with_conjugative_transposons,_BF0131	hypothetical protein clusted with conjugative transposons, BF0131	active	fig|671267.8.peg.1749	hypothetical protein clusted with conjugative transposons, BF0131	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1750	NA	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraA	Conjugative transposon protein TraA	active	fig|671267.8.peg.1751	Conjugative transposon protein TraA	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraB	Conjugative transposon protein TraB	active	fig|671267.8.peg.1752	Conjugative transposon protein TraB	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraD	Conjugative transposon protein TraD	active	fig|671267.8.peg.1753	Conjugative transposon protein TraD	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraE	Conjugative transposon protein TraE	active	fig|671267.8.peg.1754	Conjugative transposon protein TraE	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraF	Conjugative transposon protein TraF	active	fig|671267.8.peg.1755	Conjugative transposon protein TraF	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraG	Conjugative transposon protein TraG	active	fig|671267.8.peg.1756	Conjugative transposon protein TraG	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraI	Conjugative transposon protein TraI	active	fig|671267.8.peg.1757	Conjugative transposon protein TraI	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraJ	Conjugative transposon protein TraJ	active	fig|671267.8.peg.1758	Conjugative transposon protein TraJ	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraK	Conjugative transposon protein TraK	active	fig|671267.8.peg.1759	Conjugative transposon protein TraK	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraL	Conjugative transposon protein TraL	active	fig|671267.8.peg.1760	Conjugative transposon protein TraL	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraM	Conjugative transposon protein TraM	active	fig|671267.8.peg.1761	Conjugative transposon protein TraM	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraN	Conjugative transposon protein TraN	active	fig|671267.8.peg.1762	Conjugative transposon protein TraN	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraO	Conjugative transposon protein TraO	active	fig|671267.8.peg.1763	Conjugative transposon protein TraO	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraQ	Conjugative transposon protein TraQ	active	fig|671267.8.peg.1764	Conjugative transposon protein TraQ	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1765	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1766	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1767	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1768	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.62	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1769	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1770	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1771	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.63	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1772	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1773	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1774	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1775	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1776	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1777	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1778	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1779	NA	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraA	Conjugative transposon protein TraA	active	fig|671267.8.peg.1780	Conjugative transposon protein TraA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1781	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1782	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1783	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1784	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1785	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1786	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1787	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1788	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1789	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1790	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1791	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1792	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1793	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1794	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1795	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1796	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1797	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1798	NA	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Stress Response	Protection from Reactive Oxygen Species	Manganese_catalase_(EC_1.11.1.6)	Manganese catalase (EC 1.11.1.6)	active	fig|671267.8.peg.1799	Manganese catalase (EC 1.11.1.6)	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Stress Response	Stress proteins YciF, YciE	Manganese_catalase_(EC_1.11.1.6)	Manganese catalase (EC 1.11.1.6)	active	fig|671267.8.peg.1799	Manganese catalase (EC 1.11.1.6)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1800	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1801	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1802	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1803	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1804	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1805	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1806	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1807	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1808	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1809	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1810	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1811	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1812	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1813	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1814	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1815	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1816	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1817	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1818	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1819	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1820	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1821	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1822	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1823	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1824	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1825	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1826	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1827	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1828	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.1829	NA	BS
